GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
junit-quickcheck-examples/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.math,BigIntegerGenerator,0,123,0,18,0,25,0,18,0,9
junit-quickcheck-examples/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util.function,UnaryOperatorGenerator,0,16,0,0,0,5,0,3,0,3
junit-quickcheck-examples/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util.function,SupplierGenerator,0,16,0,0,0,5,0,3,0,3
junit-quickcheck-examples/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util.function,BinaryOperatorGenerator,0,16,0,0,0,5,0,3,0,3
junit-quickcheck-examples/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util.function,DoubleFunctionGenerator,0,16,0,0,0,5,0,3,0,3
junit-quickcheck-examples/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util.function,PredicateGenerator,0,25,0,0,0,7,0,4,0,4
junit-quickcheck-examples/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util.function,BiFunctionGenerator,0,16,0,0,0,5,0,3,0,3
junit-quickcheck-examples/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util.function,ToDoubleBiFunctionGenerator,0,25,0,0,0,7,0,4,0,4
junit-quickcheck-examples/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util.function,ToLongFunctionGenerator,0,25,0,0,0,7,0,4,0,4
junit-quickcheck-examples/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util.function,ToIntFunctionGenerator,0,25,0,0,0,7,0,4,0,4
junit-quickcheck-examples/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util.function,FunctionGenerator,0,16,0,0,0,5,0,3,0,3
junit-quickcheck-examples/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util.function,ToIntBiFunctionGenerator,0,25,0,0,0,7,0,4,0,4
junit-quickcheck-examples/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util.function,BiPredicateGenerator,0,25,0,0,0,7,0,4,0,4
junit-quickcheck-examples/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util.function,ToLongBiFunctionGenerator,0,25,0,0,0,7,0,4,0,4
junit-quickcheck-examples/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util.function,LongFunctionGenerator,0,16,0,0,0,5,0,3,0,3
junit-quickcheck-examples/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util.function,ToDoubleFunctionGenerator,0,25,0,0,0,7,0,4,0,4
junit-quickcheck-examples/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util.function,IntFunctionGenerator,0,16,0,0,0,5,0,3,0,3
