GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck.internal,Items,0,122,1,15,0,26,1,11,0,4
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck.internal,ParameterTypeContext,74,633,5,37,14,163,6,48,1,32
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck.internal,Sequences,0,34,0,0,0,5,0,7,0,7
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck.internal,Comparables,0,88,0,32,0,21,0,20,0,4
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck.internal,Lists,0,175,0,12,0,47,0,13,0,7
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck.internal,ShrinkControl,0,40,0,0,0,12,0,6,0,6
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck.internal,ReflectionException,0,9,0,0,0,4,0,2,0,2
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck.internal,CartesianIterator,0,79,0,6,0,17,0,7,0,4
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck.internal,PropertyParameterContext,0,112,0,10,0,30,0,16,0,11
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck.internal,SeededValue,22,23,0,0,1,8,1,4,1,4
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck.generator,Fields,9,120,0,8,1,25,1,9,1,5
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck.generator,GeneratorConfigurationException,4,5,0,0,2,2,1,1,1,1
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck.generator,Ctor,6,112,0,6,1,21,1,9,1,6
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck.generator,Lambdas.LambdaInvocationHandler,0,114,0,10,0,23,0,10,0,5
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck.generator,GenerationStatus.Key,0,84,0,12,0,17,0,11,0,5
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck.generator,Lambdas,0,41,0,2,0,8,0,3,0,2
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck.generator,Gen,0,207,0,8,0,43,0,25,0,21
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck.generator,ComponentizedGenerator,0,122,0,12,0,26,0,14,0,8
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck.generator,GenerationStatus,0,1,0,0,0,1,0,1,0,1
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck.generator,Generator,2,269,1,15,1,62,1,37,0,30
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck.internal.constraint,ConstraintEvaluator.ConstraintOgnlContext,0,22,0,2,0,3,0,2,0,1
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck.internal.constraint,ConstraintEvaluator.EvaluationException,0,8,0,0,0,4,0,2,0,2
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck.internal.constraint,ConstraintEvaluator,0,53,0,6,0,12,0,6,0,3
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck.internal.generator,SimpleGenerationStatus,0,11,0,0,0,4,0,2,0,2
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck.internal.generator,CompositeGenerator,69,191,3,7,16,43,7,18,5,15
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck.internal.generator,MarkerInterfaceGenerator,0,27,0,0,0,6,0,2,0,2
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck.internal.generator,LambdaGenerator,0,17,0,0,0,5,0,2,0,2
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck.internal.generator,GuaranteeValuesGenerator,0,26,0,2,0,7,0,3,0,2
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck.internal.generator,EnumGenerator,0,42,0,2,0,11,0,5,0,4
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck.internal.generator,PropertyParameterGenerationContext.DiscardRatioExceededException,0,29,0,0,0,6,0,1,0,1
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck.internal.generator,ArrayGenerator,1,283,2,24,0,68,2,27,0,16
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck.internal.generator,SamplingDomainGenerator,0,15,0,0,0,4,0,2,0,2
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck.internal.generator,AbstractGenerationStatus,0,44,0,0,0,10,0,5,0,5
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck.internal.generator,ServiceLoaderGeneratorSource,0,39,0,2,0,9,0,4,0,3
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck.internal.generator,ZilchGenerator,0,6,0,0,0,3,0,2,0,2
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck.internal.generator,MarkerInterfaceGenerator.MarkerInvocationHandler,45,36,7,3,10,8,7,3,2,3
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck.internal.generator,ExhaustiveDomainGenerator,0,19,0,0,0,5,0,3,0,3
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck.internal.generator,GeneratorRepository,23,731,2,68,3,173,2,73,0,40
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck.internal.generator,PropertyParameterGenerationContext,15,188,2,20,3,35,4,20,2,11
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck.internal.generator,NullableGenerator,113,0,6,0,27,0,17,0,14,0
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck.runner,PropertyFalsified,0,124,0,6,0,25,0,6,0,3
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck.runner,NoValuesSatisfiedPropertyAssumptions,0,11,0,0,0,2,0,1,0,1
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck.runner,JUnitQuickcheck,0,104,0,4,0,20,0,8,0,6
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck.runner,JUnitQuickcheckTestClass,6,142,0,12,2,33,0,16,0,10
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck.runner,Shrinker,1,132,0,12,1,33,0,11,0,5
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck.runner,ShrinkNode,67,278,8,6,13,48,9,20,5,17
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck.runner,PropertyVerifier.new Statement() {...},7,41,0,0,3,13,0,3,0,3
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck.runner,PropertyVerifier.new Statement() {...},0,22,0,0,0,3,0,2,0,2
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck.runner,PropertyStatement,47,240,3,10,12,45,3,14,0,10
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck.runner,PropertyVerifier,0,73,0,0,0,19,0,6,0,6
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck.hook,NilMinimalCounterexampleHook,0,4,0,0,0,2,0,2,0,2
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck,Mode,0,24,0,0,0,3,0,1,0,1
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck,Mode.new Mode() {...},5,6,0,0,1,1,1,1,1,1
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck,Mode.new Mode() {...},5,6,0,0,1,1,1,1,1,1
junit-quickcheck-guava/junit-quickcheck-core,com.pholser.junit.quickcheck,Pair,0,67,0,8,0,13,0,8,0,4
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.lang.strings,CodePoints.CodePointRange,0,53,0,6,0,9,0,6,0,3
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.lang.strings,CodePoints,0,251,0,26,0,55,0,23,0,10
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util.concurrent,CallableGenerator,0,16,0,0,0,4,0,3,0,3
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.nio.charset,CharsetGenerator,0,11,0,0,0,3,0,2,0,2
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util,VectorGenerator,0,4,0,0,0,2,0,1,0,1
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util,SetGenerator,0,11,0,0,0,5,0,2,0,2
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util,OptionalDoubleGenerator,0,81,0,6,0,22,0,8,0,5
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util,OptionalLongGenerator,0,78,0,6,0,22,0,8,0,5
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util,RFC4122.AbstractUUIDGenerator,0,49,0,0,0,10,0,4,0,4
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util,OptionalIntGenerator,31,48,2,4,8,14,2,6,0,5
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util,LinkedListGenerator,0,4,0,0,0,2,0,1,0,1
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util,LinkedHashMapGenerator,0,4,0,0,0,2,0,1,0,1
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util,ListGenerator,0,4,0,0,0,2,0,1,0,1
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util,RFC4122.MessageDigests,0,15,0,0,0,5,0,2,0,2
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util,RFC4122.NameBasedUUIDGenerator,0,63,0,2,0,17,0,4,0,3
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util,HashMapGenerator,0,4,0,0,0,2,0,1,0,1
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util,TimeZoneGenerator,0,13,0,0,0,4,0,3,0,3
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util,PropertiesGenerator,51,80,2,4,14,17,4,6,3,4
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util,HashSetGenerator,0,4,0,0,0,2,0,1,0,1
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util,MapGenerator,1,391,2,16,0,91,2,33,0,26
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util,RFC4122,0,6,0,0,0,2,0,1,0,1
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util,LinkedHashSetGenerator,0,4,0,0,0,2,0,1,0,1
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util,RFC4122.Namespaces,0,122,0,0,0,8,0,2,0,2
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util,IdentityHashMapGenerator,0,4,0,0,0,2,0,1,0,1
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util,LocaleGenerator,0,12,0,0,0,4,0,3,0,3
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util,StackGenerator,0,4,0,0,0,2,0,1,0,1
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util,BitSetGenerator,0,81,0,4,0,21,0,8,0,6
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util,RFC4122.Version4,0,18,0,0,0,5,0,2,0,2
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util,RFC4122.Version3,0,9,0,0,0,4,0,2,0,2
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util,RFC4122.Version5,0,9,0,0,0,4,0,2,0,2
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util,OptionalGenerator,0,80,0,4,0,22,0,7,0,5
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util,ArrayListGenerator,0,4,0,0,0,2,0,1,0,1
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util,HashtableGenerator,0,16,0,4,0,5,0,5,0,3
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util,CollectionGenerator,1,238,2,14,0,56,2,22,0,16
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util,DateGenerator,0,97,0,6,0,17,0,6,0,3
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.time,PeriodGenerator,0,132,0,6,0,26,0,9,0,6
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.time,LocalDateTimeGenerator,0,84,0,6,0,17,0,7,0,4
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.time,InstantGenerator,18,48,1,5,1,11,1,5,0,3
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.time,ZonedDateTimeGenerator,0,100,0,6,0,19,0,7,0,4
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.time,LocalTimeGenerator,0,75,0,6,0,16,0,6,0,3
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.time,ZoneIdGenerator,0,10,0,0,0,3,0,2,0,2
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.time,DurationGenerator,0,70,0,6,0,12,0,6,0,3
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.time,MonthDayGenerator,0,93,0,6,0,16,0,6,0,3
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.time,OffsetTimeGenerator,0,85,0,6,0,17,0,6,0,3
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.time,YearGenerator,0,77,0,6,0,13,0,6,0,3
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.time,ClockGenerator,18,54,1,5,1,12,1,6,0,4
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.time,YearMonthGenerator,0,111,0,6,0,17,0,6,0,3
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.time,ZoneOffsetGenerator,5,76,1,7,0,16,1,6,0,3
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.time,LocalDateGenerator,0,75,0,6,0,16,0,6,0,3
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.time,OffsetDateTimeGenerator,0,80,0,6,0,17,0,7,0,4
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator,VoidGenerator,0,24,0,2,0,4,0,4,0,3
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator,IntegralGenerator,0,73,0,4,0,22,0,7,0,5
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator,DecimalGenerator,0,100,0,4,0,30,0,8,0,6
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.lang,AbstractStringGenerator,0,136,1,5,0,27,1,11,0,9
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.lang,Encoded,0,34,0,0,0,9,0,5,0,5
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.lang,ByteGenerator,0,103,0,6,0,14,0,12,0,9
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.lang,LongGenerator,0,103,0,6,0,14,0,12,0,9
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.lang,ShortGenerator,0,103,0,6,0,14,0,12,0,9
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.lang,IntegerGenerator,0,102,0,6,0,14,0,12,0,9
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.lang,StringGenerator,1,16,2,2,0,3,2,3,0,3
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.lang,CharacterGenerator,0,120,1,7,0,16,1,11,0,8
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.lang,DoubleGenerator,0,105,0,6,0,15,0,13,0,10
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.lang,FloatGenerator,0,106,0,6,0,15,0,13,0,10
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.lang,CodePointShrink,0,133,0,4,0,24,0,6,0,4
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.lang,BooleanGenerator,0,53,0,8,0,7,0,9,0,5
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.math,BigDecimalGenerator,0,190,0,26,0,43,0,25,0,12
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.math,BigIntegerGenerator,0,123,0,18,0,25,0,18,0,9
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util.function,UnaryOperatorGenerator,0,16,0,0,0,4,0,3,0,3
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util.function,SupplierGenerator,0,16,0,0,0,4,0,3,0,3
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util.function,BinaryOperatorGenerator,0,16,0,0,0,4,0,3,0,3
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util.function,DoubleFunctionGenerator,0,16,0,0,0,4,0,3,0,3
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util.function,PredicateGenerator,0,25,0,0,0,7,0,4,0,4
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util.function,BiFunctionGenerator,0,16,0,0,0,5,0,3,0,3
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util.function,ToDoubleBiFunctionGenerator,0,25,0,0,0,7,0,4,0,4
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util.function,ToLongFunctionGenerator,0,25,0,0,0,7,0,4,0,4
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util.function,ToIntFunctionGenerator,0,25,0,0,0,7,0,4,0,4
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util.function,FunctionGenerator,0,16,0,0,0,4,0,3,0,3
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util.function,ToIntBiFunctionGenerator,0,25,0,0,0,7,0,4,0,4
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util.function,BiPredicateGenerator,0,25,0,0,0,7,0,4,0,4
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util.function,ToLongBiFunctionGenerator,0,25,0,0,0,7,0,4,0,4
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util.function,LongFunctionGenerator,0,16,0,0,0,4,0,3,0,3
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util.function,ToDoubleFunctionGenerator,0,25,0,0,0,7,0,4,0,4
junit-quickcheck-guava/junit-quickcheck-generators,com.pholser.junit.quickcheck.generator.java.util.function,IntFunctionGenerator,0,16,0,0,0,4,0,3,0,3
